workerid,sentence,response2,response1,language,gender,age
13,"""LongShort 34 neut_longfirst""","""yes""","""first""","""English""","""Female""","""21"""
13,"""LongShort 29 neut_shortfirst""","""no""","""second""","""English""","""Female""","""21"""
13,"""LongShort 1 supp_longfirst""","""yes""","""second""","""English""","""Female""","""21"""
13,"""filler 33""","""no""","""first""","""English""","""Female""","""21"""
13,"""LongShort 38 neut_longfirst""","""yes""","""first""","""English""","""Female""","""21"""
13,"""LongShort 10 supp_shortfirst""","""yes""","""first""","""English""","""Female""","""21"""
13,"""LongShort 35 supp_longfirst""","""no""","""first""","""English""","""Female""","""21"""
13,"""LongShort 26 supp_longfirst""","""no""","""second""","""English""","""Female""","""21"""
13,"""filler 9""","""no""","""first""","""English""","""Female""","""21"""
13,"""filler 36""","""yes""","""second""","""English""","""Female""","""21"""
13,"""filler 30""","""no""","""second""","""English""","""Female""","""21"""
13,"""filler 14""","""yes""","""first""","""English""","""Female""","""21"""
13,"""filler 22""","""yes""","""first""","""English""","""Female""","""21"""
13,"""filler 3""","""no""","""first""","""English""","""Female""","""21"""
13,"""LongShort 8 supp_longfirst""","""no""","""second""","""English""","""Female""","""21"""
13,"""filler 19""","""no""","""first""","""English""","""Female""","""21"""
13,"""filler 39""","""yes""","""first""","""English""","""Female""","""21"""
13,"""filler 26""","""yes""","""first""","""English""","""Female""","""21"""
13,"""filler 27""","""yes""","""first""","""English""","""Female""","""21"""
13,"""LongShort 28 neut_shortfirst""","""yes""","""first""","""English""","""Female""","""21"""
13,"""filler 38""","""yes""","""second""","""English""","""Female""","""21"""
13,"""filler 24""","""no""","""first""","""English""","""Female""","""21"""
13,"""filler 21""","""no""","""first""","""English""","""Female""","""21"""
13,"""LongShort 27 neut_longfirst""","""no""","""first""","""English""","""Female""","""21"""
13,"""filler 28""","""no""","""second""","""English""","""Female""","""21"""
13,"""filler 2""","""yes""","""second""","""English""","""Female""","""21"""
13,"""LongShort 14 supp_shortfirst""","""no""","""second""","""English""","""Female""","""21"""
13,"""filler 16""","""no""","""first""","""English""","""Female""","""21"""
13,"""LongShort 2 supp_longfirst""","""yes""","""first""","""English""","""Female""","""21"""
13,"""filler 37""","""no""","""first""","""English""","""Female""","""21"""
13,"""filler 1""","""no""","""first""","""English""","""Female""","""21"""
13,"""LongShort 25 supp_longfirst""","""yes""","""second""","""English""","""Female""","""21"""
13,"""LongShort 9 neut_shortfirst""","""yes""","""first""","""English""","""Female""","""21"""
13,"""filler 32""","""yes""","""first""","""English""","""Female""","""21"""
13,"""filler 10""","""yes""","""first""","""English""","""Female""","""21"""
13,"""LongShort 13 supp_longfirst""","""yes""","""second""","""English""","""Female""","""21"""
13,"""filler 7""","""yes""","""second""","""English""","""Female""","""21"""
13,"""LongShort 32 neut_longfirst""","""no""","""first""","""English""","""Female""","""21"""
13,"""LongShort 7 neut_shortfirst""","""yes""","""second""","""English""","""Female""","""21"""
13,"""filler 4""","""yes""","""first""","""English""","""Female""","""21"""
13,"""LongShort 19 neut_shortfirst""","""no""","""second""","""English""","""Female""","""21"""
13,"""LongShort 36 neut_shortfirst""","""no""","""first""","""English""","""Female""","""21"""
13,"""LongShort 18 neut_longfirst""","""no""","""second""","""English""","""Female""","""21"""
13,"""LongShort 5 supp_longfirst""","""yes""","""second""","""English""","""Female""","""21"""
13,"""filler 25""","""yes""","""first""","""English""","""Female""","""21"""
13,"""LongShort 16 supp_longfirst""","""yes""","""second""","""English""","""Female""","""21"""
13,"""filler 15""","""yes""","""first""","""English""","""Female""","""21"""
13,"""LongShort 24 supp_longfirst""","""no""","""first""","""English""","""Female""","""21"""
13,"""filler 13""","""yes""","""first""","""English""","""Female""","""21"""
13,"""filler 34""","""yes""","""first""","""English""","""Female""","""21"""
13,"""LongShort 4 supp_shortfirst""","""no""","""first""","""English""","""Female""","""21"""
13,"""LongShort 39 supp_shortfirst""","""yes""","""second""","""English""","""Female""","""21"""
13,"""LongShort 22 supp_longfirst""","""no""","""second""","""English""","""Female""","""21"""
13,"""filler 18""","""yes""","""first""","""English""","""Female""","""21"""
13,"""LongShort 15 supp_shortfirst""","""no""","""second""","""English""","""Female""","""21"""
13,"""filler 31""","""no""","""first""","""English""","""Female""","""21"""
13,"""LongShort 11 supp_longfirst""","""no""","""second""","""English""","""Female""","""21"""
13,"""filler 23""","""yes""","""second""","""English""","""Female""","""21"""
13,"""filler 11""","""no""","""second""","""English""","""Female""","""21"""
13,"""LongShort 23 supp_shortfirst""","""yes""","""second""","""English""","""Female""","""21"""
13,"""filler 20""","""yes""","""first""","""English""","""Female""","""21"""
13,"""filler 35""","""yes""","""second""","""English""","""Female""","""21"""
13,"""LongShort 33 supp_shortfirst""","""no""","""second""","""English""","""Female""","""21"""
13,"""LongShort 3 neut_longfirst""","""yes""","""second""","""English""","""Female""","""21"""
13,"""LongShort 40 neut_longfirst""","""yes""","""first""","""English""","""Female""","""21"""
13,"""filler 29""","""yes""","""first""","""English""","""Female""","""21"""
13,"""LongShort 31 supp_shortfirst""","""yes""","""second""","""English""","""Female""","""21"""
13,"""LongShort 17 supp_longfirst""","""no""","""first""","""English""","""Female""","""21"""
13,"""filler 8""","""no""","""first""","""English""","""Female""","""21"""
13,"""filler 17""","""no""","""first""","""English""","""Female""","""21"""
13,"""LongShort 37 supp_shortfirst""","""no""","""first""","""English""","""Female""","""21"""
13,"""LongShort 21 supp_longfirst""","""no""","""second""","""English""","""Female""","""21"""
13,"""LongShort 30 supp_longfirst""","""no""","""first""","""English""","""Female""","""21"""
14,"""LongShort 9 supp_longfirst""","""yes""","""first""","""English""","""Male""","""32"""
14,"""LongShort 11 neut_shortfirst""","""no""","""second""","""English""","""Male""","""32"""
14,"""filler 24""","""no""","""first""","""English""","""Male""","""32"""
14,"""filler 19""","""yes""","""second""","""English""","""Male""","""32"""
14,"""LongShort 4 neut_longfirst""","""no""","""second""","""English""","""Male""","""32"""
14,"""LongShort 5 neut_shortfirst""","""yes""","""first""","""English""","""Male""","""32"""
14,"""filler 29""","""yes""","""first""","""English""","""Male""","""32"""
14,"""filler 38""","""yes""","""first""","""English""","""Male""","""32"""
14,"""LongShort 8 supp_shortfirst""","""no""","""second""","""English""","""Male""","""32"""
14,"""filler 32""","""yes""","""first""","""English""","""Male""","""32"""
14,"""filler 37""","""no""","""first""","""English""","""Male""","""32"""
14,"""LongShort 38 neut_shortfirst""","""yes""","""second""","""English""","""Male""","""32"""
14,"""filler 5""","""no""","""first""","""English""","""Male""","""32"""
14,"""LongShort 27 neut_shortfirst""","""no""","""second""","""English""","""Male""","""32"""
14,"""LongShort 26 supp_longfirst""","""no""","""second""","""English""","""Male""","""32"""
14,"""filler 7""","""yes""","""second""","""English""","""Male""","""32"""
14,"""filler 23""","""yes""","""first""","""English""","""Male""","""32"""
14,"""filler 18""","""yes""","""first""","""English""","""Male""","""32"""
14,"""LongShort 25 supp_shortfirst""","""yes""","""first""","""English""","""Male""","""32"""
14,"""filler 30""","""no""","""first""","""English""","""Male""","""32"""
14,"""LongShort 20 neut_longfirst""","""no""","""first""","""English""","""Male""","""32"""
14,"""filler 2""","""yes""","""first""","""English""","""Male""","""32"""
14,"""filler 22""","""yes""","""first""","""English""","""Male""","""32"""
14,"""filler 3""","""no""","""first""","""English""","""Male""","""32"""
14,"""LongShort 23 supp_longfirst""","""yes""","""second""","""English""","""Male""","""32"""
14,"""LongShort 18 neut_longfirst""","""no""","""second""","""English""","""Male""","""32"""
14,"""LongShort 7 supp_shortfirst""","""yes""","""second""","""English""","""Male""","""32"""
14,"""filler 21""","""no""","""second""","""English""","""Male""","""32"""
14,"""LongShort 28 supp_longfirst""","""yes""","""first""","""English""","""Male""","""32"""
14,"""filler 13""","""no""","""first""","""English""","""Male""","""32"""
14,"""LongShort 10 neut_shortfirst""","""yes""","""second""","""English""","""Male""","""32"""
14,"""filler 14""","""yes""","""first""","""English""","""Male""","""32"""
14,"""filler 17""","""no""","""first""","""English""","""Male""","""32"""
14,"""filler 16""","""no""","""first""","""English""","""Male""","""32"""
14,"""filler 34""","""yes""","""first""","""English""","""Male""","""32"""
14,"""filler 6""","""yes""","""second""","""English""","""Male""","""32"""
14,"""LongShort 40 neut_longfirst""","""yes""","""first""","""English""","""Male""","""32"""
14,"""filler 26""","""yes""","""second""","""English""","""Male""","""32"""
14,"""LongShort 12 supp_shortfirst""","""yes""","""first""","""English""","""Male""","""32"""
14,"""LongShort 22 supp_longfirst""","""no""","""second""","""English""","""Male""","""32"""
14,"""LongShort 33 supp_shortfirst""","""no""","""second""","""English""","""Male""","""32"""
14,"""filler 11""","""no""","""first""","""English""","""Male""","""32"""
14,"""LongShort 29 supp_shortfirst""","""no""","""second""","""English""","""Male""","""32"""
14,"""filler 39""","""yes""","""first""","""English""","""Male""","""32"""
14,"""filler 28""","""no""","""second""","""English""","""Male""","""32"""
14,"""LongShort 19 supp_shortfirst""","""no""","""second""","""English""","""Male""","""32"""
14,"""LongShort 2 neut_shortfirst""","""yes""","""first""","""English""","""Male""","""32"""
14,"""LongShort 1 supp_longfirst""","""yes""","""second""","""English""","""Male""","""32"""
14,"""LongShort 13 neut_longfirst""","""no""","""second""","""English""","""Male""","""32"""
14,"""filler 9""","""no""","""second""","""English""","""Male""","""32"""
14,"""filler 4""","""yes""","""first""","""English""","""Male""","""32"""
14,"""filler 10""","""yes""","""first""","""English""","""Male""","""32"""
14,"""LongShort 24 supp_longfirst""","""no""","""first""","""English""","""Male""","""32"""
14,"""LongShort 36 neut_longfirst""","""no""","""second""","""English""","""Male""","""32"""
14,"""LongShort 39 supp_shortfirst""","""yes""","""second""","""English""","""Male""","""32"""
14,"""filler 31""","""no""","""first""","""English""","""Male""","""32"""
14,"""filler 40""","""yes""","""first""","""English""","""Male""","""32"""
14,"""LongShort 3 supp_shortfirst""","""yes""","""first""","""English""","""Male""","""32"""
14,"""filler 33""","""no""","""first""","""English""","""Male""","""32"""
14,"""LongShort 14 supp_longfirst""","""no""","""first""","""English""","""Male""","""32"""
14,"""LongShort 15 neut_longfirst""","""no""","""first""","""English""","""Male""","""32"""
14,"""LongShort 6 neut_longfirst""","""yes""","""second""","""English""","""Male""","""32"""
14,"""filler 27""","""yes""","""first""","""English""","""Male""","""32"""
14,"""LongShort 17 neut_longfirst""","""no""","""first""","""English""","""Male""","""32"""
14,"""LongShort 31 supp_shortfirst""","""yes""","""second""","""English""","""Male""","""32"""
14,"""filler 35""","""yes""","""second""","""English""","""Male""","""32"""
14,"""LongShort 30 supp_longfirst""","""no""","""second""","""English""","""Male""","""32"""
14,"""LongShort 35 supp_shortfirst""","""no""","""first""","""English""","""Male""","""32"""
14,"""filler 15""","""yes""","""second""","""English""","""Male""","""32"""
14,"""LongShort 34 supp_shortfirst""","""yes""","""first""","""English""","""Male""","""32"""
14,"""filler 36""","""yes""","""first""","""English""","""Male""","""32"""
14,"""LongShort 37 supp_shortfirst""","""no""","""second""","""English""","""Male""","""32"""
14,"""filler 25""","""yes""","""second""","""English""","""Male""","""32"""
14,"""LongShort 32 neut_shortfirst""","""no""","""second""","""English""","""Male""","""32"""
14,"""LongShort 21 neut_shortfirst""","""no""","""first""","""English""","""Male""","""32"""
14,"""filler 8""","""no""","""first""","""English""","""Male""","""32"""
14,"""filler 12""","""yes""","""first""","""English""","""Male""","""32"""
14,"""filler 20""","""yes""","""first""","""English""","""Male""","""32"""
14,"""filler 1""","""no""","""first""","""English""","""Male""","""32"""
14,"""LongShort 16 supp_shortfirst""","""yes""","""first""","""English""","""Male""","""32"""
15,"""LongShort 22 neut_shortfirst""","""no""","""second""","""English""","""Male""","""32"""
15,"""LongShort 29 supp_longfirst""","""no""","""first""","""English""","""Male""","""32"""
